nn(色彩-2, 屏幕-1)
root(ROOT-0, 产生-6)
dobj(产生-6, 反光-7)

nsubj(咋-3, 照相机-1)
neg(咋-3, 不-2)
root(ROOT-0, 咋-3)
dep(咋-3, 滴-4)
case(苹果-7, 跟-6)
prep(多-12, 苹果-7)
case(起来-9, 比-8)
prep(多-12, 起来-9)
mmod(多-12, 差-10)
advmod(多-12, 太-11)
dep(咋-3, 多-12)
nsubj(说-15, 只能-14)
conj(咋-3, 说-15)
case(地方-20, 在-16)
nsubj(充足-18, 光线-17)
relcl(地方-20, 充足-18)
mark(充足-18, 的-19)
prep(拍照-21, 地方-20)
relcl(话-23, 拍照-21)
mark(拍照-21, 的-22)
nsubj(可以-25, 话-23)
advmod(可以-25, 还-24)
ccomp(说-15, 可以-25)

nn(问题-2, 设计-1)
nsubj(麻烦-8, 问题-2)
advmod(麻烦-8, 后-4)
mmod(麻烦-8, 盖-5)
mmod(麻烦-8, 开启-6)
advmod(麻烦-8, 非常-7)
root(ROOT-0, 麻烦-8)
nsubj(方便-22, 习惯-10)
case(朋友-16, 用-11)
nummod(块-13, 两-12)
clf(电池-14, 块-13)
assmod(朋友-16, 电池-14)
case(电池-14, 的-15)
prep(方便-22, 朋友-16)
mmod(方便-22, 用-17)
mmod(方便-22, 起来-18)
neg(方便-22, 不-19)
cop(方便-22, 是-20)
advmod(方便-22, 很-21)
conj(麻烦-8, 方便-22)

nummod(天-2, 一-1)
nsubj(充电-4, 天-2)
advmod(充电-4, 一-3)
root(ROOT-0, 充电-4)
advmod(能-24, 当然-6)
neg(放-13, 不-7)
cop(放-13, 是-8)
advmod(捧-10, 整天-9)
dep(放-13, 捧-10)
asp(捧-10, 着-11)
neg(放-13, 不-12)
relcl(话-22, 放-13)
asp(放-13, 了-14)
advmod(玩-20, 如果-16)
nsubj(玩-20, 什么-17)
advmod(玩-20, 也-18)
neg(玩-20, 不-19)
dep(放-13, 玩-20)
mark(放-13, 的-21)
nsubj(能-24, 话-22)
advmod(能-24, 勉强-23)
conj(充电-4, 能-24)
rcomp(能-24, 凑合-25)
nummod(天-27, 两-26)
dep(能-24, 天-27)

nsubj(点-5, 分辨率-1)
advmod(点-5, 虽然-2)
cop(点-5, 是-3)
amod(点-5, 小-4)
root(ROOT-0, 点-5)
advmod(快-21, 但-7)
case(地方-15, 用-8)
mmod(对劲-13, 起来-9)
advmod(对劲-13, 也-10)
advmod(对劲-13, 没什么-11)
neg(对劲-13, 不-12)
relcl(地方-15, 对劲-13)
mark(对劲-13, 的-14)
prep(快-21, 地方-15)
relcl(反应-18, 触摸-17)
nsubj(快-21, 反应-18)
advmod(快-21, 也-19)
advmod(快-21, 挺-20)
conj(点-5, 快-21)
assmod(学生-28, 3.5-23)
case(3.5-23, 的-24)
nn(学生-28, 屏幕-25)
conj(学生-28, 女生-26)
cc(学生-28, 和-27)
nsubj(点-40, 学生-28)
case(小-39, 用-29)
advmod(小-39, 正好-30)
advmod(男生-34, 如果-32)
cop(男生-34, 是-33)
relcl(话-36, 男生-34)
mark(男生-34, 的-35)
nsubj(小-39, 话-36)
advmod(小-39, 就-37)
advmod(小-39, 稍微-38)
prep(点-40, 小-39)
conj(点-5, 点-40)
asp(点-40, 了-41)

dep(失灵-4, 冬天-1)
advmod(失灵-4, 有时-2)
nsubj(失灵-4, 屏幕-3)
root(ROOT-0, 失灵-4)
assmod(原因-8, 静电-6)
case(静电-6, 的-7)
nsubj(划-13, 原因-8)
det(手-12, 整-10)
clf(整-10, 只-11)
nsubj(划-13, 手-12)
conj(失灵-4, 划-13)
asp(划-13, 过-14)
dobj(划-13, 屏幕-15)
mmod(解决-17, 可以-16)
conj(划-13, 解决-17)
advmod(呼-22, 还是-19)
dep(呼-22, 冬天-20)
conj(失灵-4, 呼-22)
relcl(水蒸气-25, 出来-23)
mark(出来-23, 的-24)
nsubj(跑-26, 水蒸气-25)
ccomp(呼-22, 跑-26)
case(屏幕-28, 到-27)
prep(跑-26, 屏幕-28)
case(屏幕-28, 上-29)
advmod(去-36, 就-31)
cop(去-36, 是-32)
mmod(去-36, 跳-33)
prtmod(去-36, 来-34)
mmod(去-36, 跳-35)
conj(失灵-4, 去-36)

case(男生-2, 对于-1)
prep(小-6, 男生-2)
case(男生-2, 来说-3)
nsubj(小-6, 屏幕-5)
root(ROOT-0, 小-6)
asp(小-6, 了-7)
dep(小-6, 点-8)
nsubj(合适-13, 女生-10)
mmod(合适-13, 用-11)
advmod(合适-13, 比较-12)
conj(小-6, 合适-13)

nummod(拍摄-2, 2D3D-1)
nsubj(切换-4, 拍摄-2)
advmod(切换-4, 随意-3)
root(ROOT-0, 切换-4)
advmod(出-19, 只要-6)
assmod(角度-11, 你-7)
case(你-7, 的-8)
conj(角度-11, 距离-9)
nsubj(出-19, 角度-11)
xsubj(强-27, 角度-11)
dep(得当-13, 掌握-12)
dep(出-19, 得当-13)
assmod(照片-18, 此机-15)
case(此机-15, 的-16)
nummod(照片-18, 3D-17)
nsubj(出-19, 照片-18)
dep(切换-4, 出-19)
conj(景-22, 屏感-20)
cc(景-22, 和-21)
dobj(出-19, 景-22)
dep(出-19, 深感-23)
mmod(强-27, 堪称-24)
tmod(强-27, 当今-25)
advmod(强-27, 最-26)
ccomp(深感-23, 强-27)

nsubj(拍照-6, 此机-1)
case(不足-4, 在-2)
nn(不足-4, 光线-3)
prep(拍照-6, 不足-4)
case(不足-4, 时-5)
root(ROOT-0, 拍照-6)
relcl(清晰度-15, 能-7)
advmod(大-9, 最-8)
amod(限度-10, 大-9)
dobj(能-7, 限度-10)
mark(能-7, 的-11)
nn(清晰度-15, 保证-12)
conj(清晰度-15, 亮度-13)
cc(清晰度-15, 和-14)
dobj(拍照-6, 清晰度-15)
case(特性-20, 和-17)
nn(特性-20, 诺基亚-18)
nummod(特性-20, 920-19)
prep(类似-21, 特性-20)
dep(拍照-6, 类似-21)

nn(充电-2, 手机-1)
assmod(左下角-5, 充电-2)
case(充电-2, 的-3)
nn(左下角-5, 时候-4)
nsubj(发热-6, 左下角-5)
xsubj(热-15, 左下角-5)
root(ROOT-0, 发热-6)
advmod(充满-9, 不过-8)
loc(热-15, 充满-9)
asp(充满-9, 了-10)
case(充满-9, 后-11)
advmod(热-15, 就-13)
neg(热-15, 不-14)
ccomp(发热-6, 热-15)
asp(热-15, 了-16)
case(情况-23, 在-18)
neg(拔-20, 没-19)
relcl(情况-23, 拔-20)
dobj(拔-20, 电线-21)
mark(拔-20, 的-22)
prep(热-15, 情况-23)
case(情况-23, 下-24)

dep(有-2, 屏幕-1)
relcl(可能性-5, 有-2)
dobj(有-2, 烧屏-3)
mark(有-2, 的-4)
nsubj(有-7, 可能性-5)
advmod(有-7, 已经-6)
root(ROOT-0, 有-7)
nummod(烧屏-11, 不少-8)
nn(烧屏-11, 网友-9)
nn(烧屏-11, 反应-10)
dobj(有-7, 烧屏-11)
advmod(有-19, 另外-13)
case(条件-17, 在-14)
assmod(条件-17, 黑暗-15)
case(黑暗-15, 的-16)
prep(有-19, 条件-17)
case(条件-17, 下-18)
conj(有-7, 有-19)
dobj(有-19, 黑斑-20)

nsubj(上网-2, 双核-1)
root(ROOT-0, 上网-2)
dobj(上网-2, 速度-3)
case(环境-6, 在-4)
nn(环境-6, WIFI-5)
prep(完美-9, 环境-6)
case(环境-6, 下-7)
conj(上网-2, 完美-9)

amod(摄像头-2, 前置-1)
nsubj(清晰-7, 摄像头-2)
case(手机-6, 比-3)
det(手机-6, 别的-4)
dep(别的-4, 很多-5)
prep(清晰-7, 手机-6)
loc(棒-19, 清晰-7)
advmod(置-10, 后-9)
dep(清晰-7, 置-10)
dobj(置-10, 摄像头-11)
case(有-13, 在-12)
prep(置-10, 有-13)
nn(情况-15, 光-14)
dobj(有-13, 情况-15)
case(清晰-7, 下-16)
nsubj(棒-19, 效果-17)
advmod(棒-19, 很-18)
root(ROOT-0, 棒-19)
nn(效果-23, 夜间-21)
nn(效果-23, 照相-22)
tmod(一般-24, 效果-23)
conj(棒-19, 一般-24)

nsubj(明显-9, 摄像头-1)
loc(明显-9, 拍照-2)
nn(不好-4, 光线-3)
assmod(情况-6, 不好-4)
case(不好-4, 的-5)
dobj(拍照-2, 情况-6)
case(拍照-2, 下-7)
advmod(明显-9, 颗粒感-8)
root(ROOT-0, 明显-9)
case(差距-16, 跟-11)
nn(差距-16, ONE-12)
conj(差距-16, X-13)
nn(差距-16, 苹果-15)
prep(小-18, 差距-16)
neg(小-18, 不-17)
conj(明显-9, 小-18)
nsubj(没用-22, 别的-20)
dep(没用-22, 800W-21)
dep(小-18, 没用-22)
asp(没用-22, 过-23)

nsubj(认为-2, 个人-1)
root(ROOT-0, 认为-2)
nummod(运行-4, 512RAM-3)
nsubj(小-7, 运行-4)
mmod(小-7, 起来-5)
advmod(小-7, 稍微-6)
ccomp(认为-2, 小-7)
asp(小-7, 了-8)
dobj(小-7, 点-9)
assmod(cpu-13, 1.2-11)
case(1.2-11, 的-12)
nsubj(有-20, cpu-13)
case(运行-17, 在-14)
nummod(运行-17, 多-15)
nn(运行-17, 软件-16)
prep(有-20, 运行-17)
case(运行-17, 下-18)
advmod(有-20, 稍-19)
conj(认为-2, 有-20)
nsubj(吃力-22, 点-21)
dep(有-20, 吃力-22)

advmod(知道-12, 莫名其妙-1)
nsubj(知道-12, 死机-2)
xsubj(搞-14, 死机-2)
advmod(挂-6, 尤其-4)
conj(挂-6, 是-5)
cop(挂-6, 是-5)
loc(知道-12, 挂-6)
asp(挂-6, 了-7)
dobj(挂-6, 电话-8)
case(挂-6, 之后-9)
neg(知道-12, 不-11)
root(ROOT-0, 知道-12)
advmod(搞-14, 怎么-13)
ccomp(知道-12, 搞-14)
dep(知道-12, 的-15)

advmod(少-6, 补光灯-1)
nsubj(开-3, 我-2)
nsubj(少-6, 开-3)
mark(开-3, 的-4)
advmod(少-6, 比较-5)
root(ROOT-0, 少-6)
tmod(照-9, 晚上-8)
nsubj(偏黄-12, 照-9)
mark(照-9, 的-10)
advmod(偏黄-12, 很-11)
conj(少-6, 偏黄-12)
cc(少-6, 而且-14)
advmod(接受-23, 如果-15)
case(话-19, 照-16)
assmod(话-19, 人-17)
case(人-17, 的-18)
prep(接受-23, 话-19)
det(闪度-22, 那-21)
nsubj(接受-23, 闪度-22)
dep(少-6, 接受-23)
neg(接受-23, 不-24)
dep(接受-23, 了-25)

nsubj(好-4, 像素-1)
tmod(好-4, 白天-2)
advmod(好-4, 还-3)
root(ROOT-0, 好-4)
tmod(给力-10, 晚上-6)
advmod(给力-10, 就-7)
advmod(给力-10, 有些-8)
neg(给力-10, 不-9)
conj(好-4, 给力-10)
asp(给力-10, 了-11)

amod(相机-2, 主要-1)
nsubj(让-9, 相机-2)
case(挑剔度-7, 对-3)
nn(要求-5, 光线-4)
assmod(挑剔度-7, 要求-5)
case(要求-5, 的-6)
prep(让-9, 挑剔度-7)
root(ROOT-0, 让-9)
nsubj(无奈-12, 我-10)
mmod(无奈-12, 恨-11)
ccomp(让-9, 无奈-12)
case(环境-20, 在-14)
dep(一点-18, 个-15)
dep(一点-18, 稍微-16)
advmod(一点-18, 暗-17)
assmod(环境-20, 一点-18)
case(一点-18, 的-19)
prep(有-25, 环境-20)
case(环境-20, 里面-21)
nsubj(有-25, 画质-23)
mmod(有-25, 会-24)
conj(让-9, 有-25)
clf(渣-27, 些-26)
dobj(有-25, 渣-27)
dep(有-25, 让-29)
nsubj(照-32, 我-30)
advmod(照-32, 如何-31)
ccomp(让-29, 照-32)
dobj(照-32, 自己-33)
dep(照-32, 臭美-35)
advmod(臭美-35, 一下-36)

nsubj(够-2, 光线-1)
relcl(效果-6, 够-2)
mark(够-2, 的-3)
nn(效果-6, 话-4)
nn(效果-6, 拍照-5)
nsubj(好-8, 效果-6)
advmod(好-8, 很-7)
root(ROOT-0, 好-8)
dep(满意-15, 这-10)
nummod(点-12, 一-11)
dep(这-10, 点-12)
nsubj(满意-15, 本人-13)
advmod(满意-15, 比较-14)
conj(好-8, 满意-15)
assmod(要求-19, 我-17)
case(我-17, 的-18)
nsubj(高-23, 要求-19)
advmod(高-23, 也-20)
neg(高-23, 不-21)
advmod(高-23, 太-22)
dep(好-8, 高-23)
dep(高-23, 啦-24)

nsubj(强-5, 信号-1)
neg(强-5, 不-2)
cop(强-5, 是-3)
advmod(强-5, 太-4)
root(ROOT-0, 强-5)
nummod(质量-13, 好多-7)
advmod(地下-9, 微-8)
assmod(质量-13, 地下-9)
case(地下-9, 的-10)
nn(质量-13, 地方-11)
nn(质量-13, 通讯-12)
nsubj(好-17, 质量-13)
neg(好-17, 不-14)
cop(好-17, 是-15)
advmod(好-17, 太-16)
conj(强-5, 好-17)
advmod(造成-21, 偶尔-19)
mmod(造成-21, 会-20)
conj(强-5, 造成-21)
nsubj(到-25, 对方-22)
mmod(到-25, 听-23)
neg(到-25, 不-24)
ccomp(造成-21, 到-25)
assmod(声音-28, 自己-26)
case(自己-26, 的-27)
dobj(到-25, 声音-28)

root(ROOT-0, 没有-1)
dobj(没有-1, 闪光灯-2)
nsubj(要-5, 照相-4)
dep(没有-1, 要-5)
nsubj(好-7, 阳光-6)
relcl(时候-9, 好-7)
mark(好-7, 的-8)
dobj(要-5, 时候-9)

nn(男孩子-2, 屏幕-1)
nsubj(小-5, 男孩子-2)
case(有些-4, 用-3)
prep(小-5, 有些-4)
root(ROOT-0, 小-5)
advmod(行-11, 但是-7)
nsubj(行-11, 女孩子-8)
mmod(行-11, 用-9)
advmod(行-11, 还-10)
conj(小-5, 行-11)

nn(模式-2, 全景-1)
loc(感觉-7, 模式-2)
case(模式-2, 下-3)
assmod(照片-6, 照-4)
case(照-4, 的-5)
nsubj(感觉-7, 照片-6)
root(ROOT-0, 感觉-7)
dobj(感觉-7, 怪怪-8)
case(怪怪-8, 的-9)
nn(两边-12, 中大-11)
nsubj(小-13, 两边-12)
conj(感觉-7, 小-13)

assmod(拍照-6, 我-1)
case(我-1, 的-2)
assmod(拍照-6, 黑色-3)
case(黑色-3, 的-4)
nummod(拍照-6, iphone5-5)
nsubj(有-8, 拍照-6)
advmod(有-8, 的确-7)
root(ROOT-0, 有-8)
dobj(有-8, 紫光-9)
advmod(要-12, 但是-11)
conj(有-8, 要-12)
dep(要-12, 仔细-13)
dep(要-12, 找-14)
nsubj(到-20, 角度-15)
dep(到-20, 拍-16)
dep(拍-16, 才-17)
dep(拍-16, 能-18)
mmod(到-20, 拍-19)
dep(要-12, 到-20)
nummod(紫光-22, 一点-21)
dobj(到-20, 紫光-22)

advmod(发-17, 还有-1)
case(多-7, 用-3)
nummod(信号-5, 3G-4)
nsubj(多-7, 信号-5)
mmod(多-7, 用-6)
prep(发-17, 多-7)
asp(多-7, 了-8)
dobj(多-7, 它-9)
det(机身-11, 整个-10)
nsubj(发-17, 机身-11)
advmod(发-17, 特别-12)
cop(发-17, 是-13)
assmod(上身-16, 他-14)
case(他-14, 的-15)
nsubj(发-17, 上身-16)
root(ROOT-0, 发-17)
rcomp(发-17, 烫-18)

advmod(说说-2, 再-1)
root(ROOT-0, 说说-2)
nn(问题-4, 像素-3)
dobj(说说-2, 问题-4)
nsubj(对-12, 上上下下-6)
det(仁兄-8, 各位-7)
nsubj(说-9, 仁兄-8)
nsubj(对-12, 说-9)
mark(说-9, 的-10)
advmod(对-12, 很-11)
conj(说说-2, 对-12)
nn(光线-15, 白天-14)
nn(情况-17, 光线-15)
amod(情况-17, 充足-16)
loc(好-22, 情况-17)
case(情况-17, 下-18)
nsubj(好-22, 像素-19)
mmod(好-22, 可以-20)
advmod(好-22, 算-21)
conj(说说-2, 好-22)
dep(号称-28, 到-24)
asp(到-24, 了-25)
dobj(到-24, 晚上-26)
nsubj(号称-28, 那个-27)
conj(说说-2, 号称-28)
nummod(像素-30, 五百万-29)
nsubj(到-33, 像素-30)
advmod(到-33, 真心-31)
mmod(到-33, 差-32)
ccomp(号称-28, 到-33)
nummod(种-35, 一-34)
clf(境界-36, 种-35)
dobj(到-33, 境界-36)

nsubj(没有-8, 摄像头-1)
case(MS1-5, 与-2)
assmod(MS1-5, 之前-3)
case(之前-3, 的-4)
prep(没有-8, MS1-5)
mmod(没有-8, 相比-6)
advmod(没有-8, 完全-7)
root(ROOT-0, 没有-8)
dobj(没有-8, 改变-9)
assmod(情况-19, 烂-11)
case(烂-11, 的-12)
amod(情况-19, 惊人-13)
advmod(不足-17, 特别-14)
cop(不足-17, 是-15)
nn(不足-17, 光线-16)
relcl(情况-19, 不足-17)
mark(不足-17, 的-18)
loc(去-34, 情况-19)
case(情况-19, 下-20)
case(摄像头-27, 比-22)
nummod(像素-24, 30W-23)
assmod(摄像头-27, 像素-24)
case(像素-24, 的-25)
nn(摄像头-27, 电脑-26)
prep(拍-28, 摄像头-27)
nsubj(去-34, 拍-28)
mark(拍-28, 的-29)
advmod(去-34, 好-30)
neg(去-34, 不-31)
case(哪-33, 到-32)
prep(去-34, 哪-33)
conj(没有-8, 去-34)

nsubj(不足-7, 照相-1)
nsubj(不足-7, 这个-2)
advmod(不足-7, 主要-4)
cop(不足-7, 是-5)
nsubj(不足-7, 光线-6)
root(ROOT-0, 不足-7)
dep(不足-7, 出现-8)
dobj(出现-8, 红斑-9)

nsubj(差-2, 信号-1)
dep(收到-23, 差-2)
nummod(场所-8, 一-4)
relcl(场所-8, 到-5)
dobj(到-5, 地下-6)
mark(到-5, 的-7)
nsubj(到-12, 场所-8)
advmod(到-12, 就-9)
mmod(到-12, 收-10)
neg(到-12, 不-11)
conj(差-2, 到-12)
dobj(到-12, 信号-13)
dep(差-2, 了-14)
advmod(收到-23, 有时候-16)
nn(晚-18, 短信-17)
nn(小时-21, 晚-18)
nummod(个-20, 几-19)
clf(小时-21, 个-20)
nsubj(收到-23, 小时-21)
advmod(收到-23, 才-22)
root(ROOT-0, 收到-23)

assmod(感光度-3, 摄像头-1)
case(摄像头-1, 的-2)
nsubj(差-5, 感光度-3)
advmod(差-5, 很-4)
root(ROOT-0, 差-5)
advmod(有-8, 稍微-7)
dep(差-5, 有-8)
assmod(地方-12, 些-9)
advmod(些-9, 暗-10)
case(些-9, 的-11)
dobj(有-8, 地方-12)
case(照片-17, 照-14)
relcl(照片-17, 出来-15)
mark(出来-15, 的-16)
prep(虚-21, 照片-17)
advmod(虚-21, 都-18)
mmod(虚-21, 会-19)
advmod(虚-21, 很-20)
dep(差-5, 虚-21)

dep(出-14, 像素-1)
dobj(像素-1, 垃圾-2)
dep(像素-1, 啊-3)
nsubj(不错-6, 光线-5)
relcl(场景-8, 不错-6)
mark(不错-6, 的-7)
nsubj(出-14, 场景-8)
advmod(出-14, 居然-10)
advmod(出-14, 也-11)
mmod(出-14, 能够-12)
mmod(出-14, 拍-13)
root(ROOT-0, 出-14)
nummod(噪点-16, 不少-15)
dobj(出-14, 噪点-16)
dep(出-14, 真服-18)
asp(真服-18, 了-19)
dobj(真服-18, 它-20)

nsubj(带-3, 相机-1)
neg(带-3, 不-2)
root(ROOT-0, 带-3)
dobj(带-3, 闪光灯-4)
tmod(用不了-7, 晚上-6)
conj(带-3, 用不了-7)

nsubj(OK-3, 总体-1)
advmod(OK-3, 比较-2)
root(ROOT-0, OK-3)
advmod(小巧-11, 只是-5)
case(男生-7, 对-6)
prep(小巧-11, 男生-7)
case(男生-7, 来说-8)
advmod(小巧-11, 有点-9)
advmod(小巧-11, 过于-10)
conj(OK-3, 小巧-11)
asp(小巧-11, 了-12)

nn(优势-2, 屏幕-1)
nsubj(突出-3, 优势-2)
root(ROOT-0, 突出-3)
advmod(调节-6, 自动-5)
conj(突出-3, 调节-6)
dobj(调节-6, 光线-7)
loc(担心-13, 强光-9)
case(强光-9, 下-10)
advmod(担心-13, 也-11)
neg(担心-13, 不-12)
dep(突出-3, 担心-13)
nn(菜单-15, 看不到-14)
dobj(担心-13, 菜单-15)

nsubj(挑-6, 屏幕-1)
advmod(挑-6, 完全-2)
mmod(挑-6, 满意-3)
dep(挑-6, 没-4)
dep(挑-6, 得-5)
root(ROOT-0, 挑-6)
nsubj(高-10, 分辨率-8)
advmod(高-10, 超-9)
conj(挑-6, 高-10)
case(阳光-13, 在-12)
prep(看-17, 阳光-13)
case(阳光-13, 底下-14)
advmod(看-17, 也-15)
mmod(看-17, 能-16)
conj(挑-6, 看-17)
amod(屏幕-19, 清-18)
dobj(看-17, 屏幕-19)

nn(电容屏-2, AMOLED-1)
nsubj(支持-4, 电容屏-2)
root(ROOT-0, 支持-4)
nummod(点-6, 多-5)
clf(触控-7, 点-6)
dobj(支持-4, 触控-7)
assmod(技术-12, 特殊-9)
case(特殊-9, 的-10)
nn(技术-12, CBD-11)
nsubj(算是-15, 技术-12)
xsubj(能-20, 技术-12)
advmod(算是-15, 就-14)
conj(支持-4, 算是-15)
case(阳光-17, 在-16)
prep(能-20, 阳光-17)
case(阳光-17, 下-18)
advmod(能-20, 也-19)
ccomp(算是-15, 能-20)
assmod(看得到-23, 清晰-21)
case(清晰-21, 的-22)
dobj(能-20, 看得到-23)

nsubj(清晰-2, 照相-1)
root(ROOT-0, 清晰-2)
nsubj(好-5, 光线-4)
relcl(话-7, 好-5)
mark(好-5, 的-6)
nsubj(媲美-12, 话-7)
mmod(媲美-12, 可以-8)
case(相机-11, 和-9)
nn(相机-11, 数码-10)
prep(媲美-12, 相机-11)
conj(清晰-2, 媲美-12)

nsubj(用-7, 屏幕-1)
case(强光-3, 在-2)
prep(用-7, 强光-3)
case(强光-3, 下-4)
case(我-6, 跟-5)
prep(用-7, 我-6)
dep(9550-11, 用-7)
asp(用-7, 过-8)
mark(用-7, 的-9)
dep(9550-11, 黑莓-10)
nsubj(清-17, 9550-11)
advmod(清-17, 一样-12)
advmod(清-17, 还是-13)
mmod(清-17, 能够-14)
dep(清-17, 看-15)
dep(清-17, 得-16)
root(ROOT-0, 清-17)

case(女生-2, 对-1)
prep(重-5, 女生-2)
case(女生-2, 来说-3)
nsubj(重-5, 手机-4)
root(ROOT-0, 重-5)
asp(重-5, 了-6)
nn(厚-8, 点-7)
dobj(重-5, 厚-8)
dep(重-5, 了-9)
advmod(来-21, 点-10)
det(缺点-14, 其他-13)
loc(来-21, 缺点-14)
case(缺点-14, 以后-15)
loc(来-21, 发现-16)
asp(发现-16, 了-17)
advmod(补-19, 再-18)
ccomp(发现-16, 补-19)
case(发现-16, 上-20)
conj(重-5, 来-21)

nn(量-3, 铃-1)
nn(量-3, 声音-2)
nsubj(小-5, 量-3)
advmod(小-5, 有点-4)
root(ROOT-0, 小-5)
nn(兜里溜街-8, 放裤-7)
assmod(时候-10, 兜里溜街-8)
case(兜里溜街-8, 的-9)
nsubj(到-14, 时候-10)
advmod(到-14, 根本-11)
mmod(到-14, 听-12)
neg(到-14, 不-13)
conj(小-5, 到-14)

assmod(摄像头-3, 200W-1)
case(200W-1, 的-2)
nsubj(挺-4, 摄像头-3)
root(ROOT-0, 挺-4)
dobj(挺-4, 垃圾-5)
nsubj(凑合-11, 亮度-7)
advmod(凑合-11, 够-8)
advmod(凑合-11, 高-9)
advmod(凑合-11, 还-10)
dep(挺-4, 凑合-11)
tmod(成-15, 夜里-13)
advmod(成-15, 就-14)
conj(凑合-11, 成-15)
nummod(片-17, 一-16)
clf(花-18, 片-17)
dobj(成-15, 花-18)
dep(凑合-11, 了-19)
nsubj(严重-22, 噪点-21)
conj(挺-4, 严重-22)

assmod(像素-3, 200w-1)
case(200w-1, 的-2)
nsubj(够用-16, 像素-3)
advmod(追求-6, 如果-4)
neg(追求-6, 不-5)
dep(够用-16, 追求-6)
relcl(话-13, 排除-7)
amod(品质-9, 高-8)
assmod(照片-11, 品质-9)
case(品质-9, 的-10)
dobj(排除-7, 照片-11)
mark(排除-7, 的-12)
dobj(追求-6, 话-13)
advmod(够用-16, 还是-14)
advmod(够用-16, 很-15)
root(ROOT-0, 够用-16)
dep(够用-16, 的-17)

nummod(光线-3, 200W-1)
nn(光线-3, 像素-2)
nsubj(充足-4, 光线-3)
loc(高-8, 充足-4)
case(充足-4, 下-5)
mmod(高-8, 成-6)
advmod(高-8, 像-7)
root(ROOT-0, 高-8)

nsubj(充足-2, 光线-1)
loc(拍摄-5, 充足-2)
case(充足-2, 时-3)
nsubj(拍摄-5, 视频-4)
relcl(质量-7, 拍摄-5)
mark(拍摄-5, 的-6)
nsubj(高-9, 质量-7)
advmod(高-9, 非常-8)
root(ROOT-0, 高-9)

nsubj(看-4, ram-1)
tmod(看-4, 今天-2)
prtmod(看-4, 来-3)
root(ROOT-0, 看-4)
advmod(小-6, 挺-5)
dobj(看-4, 小-6)
case(小-6, 的-7)
advmod(够用-18, 但-9)
advmod(运行-12, 如果-10)
neg(运行-12, 不-11)
dep(够用-18, 运行-12)
amod(程序-14, 大型-13)
dobj(运行-12, 程序-14)
dep(够用-18, 的话-15)
advmod(够用-18, 基本-17)
conj(看-4, 够用-18)

case(女孩-2, 对于-1)
prep(有-6, 女孩-2)
case(女孩-2, 来说-3)
advmod(有-6, 有点-4)
advmod(有-6, 大-5)
root(ROOT-0, 有-6)
nn(厚-8, 点-7)
dobj(有-6, 厚-8)
advmod(舒服-16, 如果-10)
advmod(舒服-16, 再-11)
amod(点-13, 小-12)
nsubj(舒服-16, 点-13)
mmod(舒服-16, 会-14)
advmod(舒服-16, 更-15)
dep(有-6, 舒服-16)

nsubj(不错-14, 摄像头-1)
advmod(拍-7, 虽然-2)
advmod(200W-4, 只有-3)
nsubj(拍-7, 200W-4)
advmod(拍-7, 但是-6)
dep(不错-14, 拍-7)
relcl(效果-11, 出-8)
mark(出-8, 的-9)
nn(效果-11, 照片-10)
dobj(拍-7, 效果-11)
advmod(不错-14, 还是-12)
advmod(不错-14, 蛮-13)
dep(清晰-32, 不错-14)
dep(不错-14, 的-15)
nsubj(好-18, 光线-17)
relcl(条件-20, 好-18)
mark(好-18, 的-19)
loc(出-23, 条件-20)
case(条件-20, 下-21)
mmod(出-23, 拍-22)
relcl(照片-25, 出-23)
mark(出-23, 的-24)
nsubj(清晰-32, 照片-25)
loc(清晰-32, 放到-26)
dobj(放到-26, 电脑-27)
case(放到-26, 上-28)
mmod(清晰-32, 看-29)
advmod(清晰-32, 也-30)
advmod(清晰-32, 蛮-31)
root(ROOT-0, 清晰-32)
dep(清晰-32, 了-33)

loc(会-5, 阳光-1)
case(阳光-1, 下-2)
mmod(会-5, 接-3)
mmod(会-5, 打电话-4)
root(ROOT-0, 会-5)
amod(锁屏-7, 自动-6)
dobj(会-5, 锁屏-7)
advmod(锁机-13, 非-9)
mmod(锁机-13, 得-10)
mmod(锁机-13, 滑-11)
advmod(锁机-13, 一下-12)
dep(方便-17, 锁机-13)
dobj(锁机-13, 键-14)
advmod(方便-17, 很-15)
neg(方便-17, 不-16)
conj(会-5, 方便-17)

nn(声音-2, 外放-1)
nsubj(小-4, 声音-2)
advmod(小-4, 太-3)
root(ROOT-0, 小-4)
case(听歌-8, 在-6)
nn(听歌-8, 外面-7)
prep(不见-11, 听歌-8)
advmod(不见-11, 基本-9)
mmod(不见-11, 听-10)
conj(小-4, 不见-11)

nsubj(长-4, 屏幕-1)
advmod(长-4, 长-2)
cop(长-4, 是-3)
root(ROOT-0, 长-4)
advmod(不怎么样-15, 就-6)
dep(不怎么样-15, 是-7)
advmod(窄-9, 太-8)
dep(是-7, 窄-9)
dep(不怎么样-15, 了-10)
nn(系统-13, 平台-12)
nsubj(不怎么样-15, 系统-13)
advmod(不怎么样-15, 也-14)
conj(长-4, 不怎么样-15)
nsubj(会-20, 气温-17)
advmod(会-20, 低-18)
advmod(会-20, 还-19)
conj(长-4, 会-20)
dobj(会-20, 花屏-21)

