advmod(接-2, 有时-1)
nsubj(卡屏-14, 来电-12)
advmod(卡屏-14, 容易-13)
root(ROOT-0, 卡屏-14)
nsubj(解决-23, 我-16)
advmod(解决-23, 都-17)
cop(解决-23, 是-18)
ccomp(解决-23, 卸-19)
rcomp(卸-19, 掉-20)
nsubj(解决-23, 电池-21)
advmod(解决-23, 才-22)
conj(卡屏-14, 解决-23)
dobj(解决-23, 问题-24)

nn(摄像-2, 夜间-1)
tmod(清-7, 摄像-2)
advmod(清-7, 直接-4)
mmod(清-7, 看-5)
neg(清-7, 不-6)
root(ROOT-0, 清-7)
advmod(一般-13, 比较-9)
nn(手机-11, 卡-10)
nsubj(一般-13, 手机-11)
advmod(一般-13, 很-12)
conj(清-7, 一般-13)

advmod(死机-2, 偶尔-1)
root(ROOT-0, 死机-2)
nn(情况-5, 这种-4)
nsubj(是-7, 情况-5)
advmod(是-7, 通常-6)
conj(死机-2, 是-7)
case(机子-9, 在-8)
prep(是-7, 机子-9)
case(黑屏-11, 在-10)
conj(机子-9, 黑屏-11)
case(黑屏-11, 时-12)
advmod(状态-15, 锁机-14)
dep(黑屏-11, 状态-15)
nn(机子-20, 想解锁-18)
nn(机子-20, 时候-19)
nsubj(反应-22, 机子-20)
neg(反应-22, 没-21)
conj(死机-2, 反应-22)

nn(质量-2, 通话-1)
nsubj(差-4, 质量-2)
advmod(差-4, 较-3)
root(ROOT-0, 差-4)
case(地方-9, 在-6)
relcl(地方-9, 安静-7)
mark(安静-7, 的-8)
prep(大-14, 地方-9)
nn(声音-12, 手机-10)
nn(声音-12, 通话-11)
nsubj(大-14, 声音-12)
advmod(大-14, 较-13)
conj(差-4, 大-14)
advmod(清-26, 但是-16)
case(环境-22, 在-17)
nn(环境-22, 公交车-18)
etc(公交车-18, 等-19)
relcl(公交车-18, 嘈杂-20)
relcl(环境-22, 嘈杂-20)
mark(嘈杂-20, 的-21)
prep(清-26, 环境-22)
advmod(清-26, 无法-24)
mmod(清-26, 听-25)
conj(差-4, 清-26)
nsubj(说-28, 对方-27)
relcl(内容-30, 说-28)
mark(说-28, 的-29)
dobj(清-26, 内容-30)

nsubj(看到-7, 屏幕-1)
case(强光-4, 在-2)
nn(强光-4, 太阳-3)
prep(看到-7, 强光-4)
case(强光-4, 底下-5)
mmod(看到-7, 任然-6)
root(ROOT-0, 看到-7)
dobj(看到-7, 字体-8)
dep(实用-13, 这-10)
clf(这-10, 点-11)
advmod(实用-13, 很-12)
conj(看到-7, 实用-13)

assmod(灵敏度-4, 屏-1)
case(屏-1, 的-2)
nn(灵敏度-4, 周边-3)
nsubj(不够-5, 灵敏度-4)
root(ROOT-0, 不够-5)
loc(差-11, 充电-7)
case(充电-7, 时-8)
mmod(差-11, 触摸-9)
advmod(差-11, 太-10)
dep(希望-17, 差-11)
asp(差-11, 了-12)
dobj(差-11, 精准度-13)
advmod(希望-17, 根本-14)
neg(希望-17, 不-15)
mmod(希望-17, 存在-16)
conj(不够-5, 希望-17)
dobj(希望-17, 厂家-18)
ba(完美-22, 把-19)
nsubj(完美-22, 系统-20)
mmod(完美-22, 更新-21)
dep(希望-17, 完美-22)

case(室内-2, 在-1)
prep(没-4, 室内-2)
advmod(没-4, 经常-3)
root(ROOT-0, 没-4)
dobj(没-4, 信号-5)
dep(没-4, 打电话-7)
amod(调频-9, 经常-8)
dobj(打电话-7, 调频-9)

nn(亮度-2, 屏幕-1)
nsubj(强-4, 亮度-2)
advmod(强-4, 太-3)
root(ROOT-0, 强-4)
advmod(小-7, 最-6)
assmod(亮度-9, 小-7)
case(小-7, 的-8)
nsubj(看-11, 亮度-9)
xsubj(伤眼-15, 亮度-9)
tmod(看-11, 晚上-10)
xsubj(伤眼-15, 晚上-10)
conj(强-4, 看-11)
mmod(伤眼-15, 起来-12)
advmod(伤眼-15, 还是-13)
advmod(伤眼-15, 很-14)
ccomp(看-11, 伤眼-15)
advmod(亮-18, 太-17)
conj(强-4, 亮-18)
asp(亮-18, 了-19)

nsubj(伤-4, 电池-1)
cop(伤-4, 是-2)
amod(伤-4, 硬-3)
root(ROOT-0, 伤-4)
relcl(情况-9, 充满-6)
dobj(充满-6, 电-7)
mark(充满-6, 得-8)
loc(玩-12, 情况-9)
case(情况-9, 下-10)
nsubj(玩-12, 只能-11)
conj(伤-4, 玩-12)
nummod(个-14, 2-13)
clf(小时-15, 个-14)
dobj(玩-12, 小时-15)
nummod(充电-18, 一-17)
nsubj(打开-24, 充电-18)
case(GPS-22, 就-19)
conj(GPS-22, 发热-20)
prep(打开-24, GPS-22)
advmod(打开-24, 一-23)
conj(伤-4, 打开-24)
case(难关-27, 就-25)
advmod(难关-27, 很-26)
prep(打开-24, 难关-27)
case(难关-27, 上-28)
nsubj(让-32, 这-30)
advmod(让-32, 很-31)
conj(伤-4, 让-32)
nsubj(头痛-34, 人-33)
ccomp(让-32, 头痛-34)

dep(差-33, 拍-1)
nn(质量-3, 照片-2)
dobj(拍-1, 质量-3)
advmod(差-33, 也-4)
dep(差-33, 不好-5)
mmod(拍-11, 要-7)
mmod(拍-11, 阴天-8)
case(外面-10, 在-9)
prep(拍-11, 外面-10)
nsubj(可以-14, 拍-11)
mark(拍-11, 的-12)
advmod(可以-14, 还-13)
dep(不好-5, 可以-14)
case(房间-17, 在-16)
prep(点-20, 房间-17)
case(房间-17, 里-18)
nn(点-20, 黑-19)
dep(不好-5, 点-20)
cc(不好-5, 或是-22)
case(有-24, 在-23)
assmod(外景-27, 有-24)
dobj(有-24, 太阳-25)
case(有-24, 的-26)
dep(不好-5, 外景-27)
nsubj(差-33, 拍-29)
mark(拍-29, 的-30)
advmod(差-33, 太-32)
root(ROOT-0, 差-33)
asp(差-33, 了-34)

det(分辨率-2, 另外-1)
nsubj(高-4, 分辨率-2)
neg(高-4, 不-3)
root(ROOT-0, 高-4)
amod(清晰度-7, 高-6)
assmod(视频-9, 清晰度-7)
case(清晰度-7, 的-8)
nsubj(观看-10, 视频-9)
conj(高-4, 观看-10)
nsubj(没有-13, 效果-11)
xsubj(好-16, 效果-11)
advmod(没有-13, 都-12)
dep(观看-10, 没有-13)
loc(好-16, 想象-14)
case(想象-14, 中-15)
dep(没有-13, 好-16)
advmod(看好-21, 简直-18)
neg(看好-21, 不-19)
mmod(看好-21, 能-20)
conj(好-16, 看好-21)
dep(没有-13, 吗-22)

nsubj(离谱-4, 信号-1)
dep(离谱-4, 差-2)
dep(离谱-4, 得-3)
root(ROOT-0, 离谱-4)
case(无故-8, 在-6)
nn(无故-8, 室外-7)
prep(没-9, 无故-8)
conj(离谱-4, 没-9)
dobj(没-9, 信号-10)
advmod(垃圾-20, 总的来说-12)
det(手机-14, 这-13)
nsubj(垃圾-20, 手机-14)
advmod(垃圾-20, 就-15)
cop(垃圾-20, 是-16)
assmod(垃圾-20, 垃圾-17)
case(垃圾-17, 中-18)
case(垃圾-17, 的-19)
conj(离谱-4, 垃圾-20)
conj(离谱-4, 买-22)
rcomp(买-22, 了-23)
rcomp(买-22, 后悔-24)
asp(买-22, 了-25)

nsubj(破-3, 照相-1)
advmod(破-3, 太-2)
dep(清-9, 破-3)
nn(照相-5, 夜间-4)
dobj(破-3, 照相-5)
advmod(清-9, 根本-6)
mmod(清-9, 看-7)
neg(清-9, 不-8)
root(ROOT-0, 清-9)

nn(破机-3, 小小的-1)
nn(破机-3, 渣渣-2)
nsubj(冷-6, 破机-3)
nsubj(冷-6, 天-5)
root(ROOT-0, 冷-6)
mmod(触屏-8, 会-7)
dep(冷-6, 触屏-8)
dep(触屏-8, 乱-9)
dep(触屏-8, 跳-10)
advmod(摔-15, 但是-12)
advmod(摔-15, 很-13)
mmod(摔-15, 耐-14)
conj(冷-6, 摔-15)

advmod(室内-3, 特别-1)
cop(室内-3, 是-2)
root(ROOT-0, 室内-3)
cc(室内-3, 或-4)
tmod(照像-6, 晚上-5)
dep(室内-3, 照像-6)
dobj(照像-6, 效果-7)
conj(室内-3, 差-8)
dep(差-8, 买-10)
asp(差-8, 了-11)
dep(差-8, 后悔-12)
dobj(后悔-12, ...-13)

nn(效果-2, 拍照-1)
nsubj(行-10, 效果-2)
case(情况-7, 在-3)
nsubj(好-5, 光线-4)
relcl(情况-7, 好-5)
mark(好-5, 的-6)
prep(行-10, 情况-7)
case(情况-7, 下-8)
advmod(行-10, 还-9)
root(ROOT-0, 行-10)

case(模式-3, 在-1)
relcl(模式-3, 无声-2)
prep(小-8, 模式-3)
case(模式-3, 下-4)
nsubj(小-8, 震动-6)
advmod(小-8, 有点-7)
root(ROOT-0, 小-8)
dep(接-11, 漏-10)
dep(满意-16, 接-11)
nsubj(满意-16, 电话-12)
dep(满意-16, 其他-13)
advmod(满意-16, 都-14)
advmod(满意-16, 挺-15)
conj(小-8, 满意-16)

nn(声音-2, 来电-1)
nsubj(小-3, 声音-2)
root(ROOT-0, 小-3)
nn(环境-6, 现场-5)
nsubj(吵-8, 环境-6)
advmod(吵-8, 稍微-7)
dep(知道-13, 吵-8)
nummod(点-10, 一-9)
range(吵-8, 点-10)
advmod(知道-13, 就-11)
neg(知道-13, 不-12)
conj(小-3, 知道-13)
dobj(知道-13, 电话-14)
det(头-16, 那-15)
nsubj(说-17, 头-16)
dep(知道-13, 说-17)
dobj(说-17, 什么-18)
dep(知道-13, 了-19)

neg(本土化-3, 没有-1)
advmod(本土化-3, 完全-2)
root(ROOT-0, 本土化-3)
nn(软件-6, 应用-5)
nsubj(少-8, 软件-6)
advmod(少-8, 较-7)
dep(本土化-3, 少-8)
case(环境-12, 在-10)
nn(环境-12, 中文-11)
prep(不及-16, 环境-12)
case(环境-12, 下-13)
mmod(不及-16, 使用-14)
mmod(不及-16, 体验-15)
conj(本土化-3, 不及-16)
nn(状态-18, 英文-17)
dobj(不及-16, 状态-18)

case(朋友-4, 对于-1)
assmod(朋友-4, 玩机-2)
case(玩机-2, 的-3)
prep(不足-10, 朋友-4)
nn(时间-7, 待机-6)
nsubj(不足-10, 时间-7)
advmod(不足-10, 略-8)
advmod(不足-10, 显-9)
root(ROOT-0, 不足-10)

case(拍照-3, 在-1)
dep(拍照-3, 晚上-2)
prep(摆设-20, 拍照-3)
advmod(看不到-5, 完全-4)
relcl(人-11, 看不到-5)
dobj(看不到-5, 图像-6)
conj(看不到-5, 真-8)
mark(看不到-5, 的-9)
nn(人-11, 气死-10)
dobj(拍照-3, 人-11)
nsubj(摆设-20, 你-13)
det(功能-16, 这-14)
nn(功能-16, 拍照-15)
dep(摆设-20, 功能-16)
advmod(摆设-20, 就-17)
cop(摆设-20, 是-18)
clf(摆设-20, 个-19)
root(ROOT-0, 摆设-20)

nsubj(播放-2, 音乐-1)
relcl(音质-6, 播放-2)
dobj(播放-2, 外放-3)
mark(播放-2, 的-4)
nn(音质-6, 话-5)
nsubj(烂-8, 音质-6)
advmod(烂-8, 很-7)
root(ROOT-0, 烂-8)

nn(声音-2, 震动-1)
nsubj(吓-11, 声音-2)
advmod(吓-11, 不错-3)
neg(吓-11, 不-4)
mmod(吓-11, 会-5)
case(时候-10, 在-6)
advmod(静-8, 特别-7)
relcl(时候-10, 静-8)
mark(静-8, 的-9)
prep(吓-11, 时候-10)
root(ROOT-0, 吓-11)
ccomp(吓-11, 到-12)
dobj(到-12, 人-13)

nsubj(小-3, 键盘-1)
advmod(小-3, 较-2)
root(ROOT-0, 小-3)
nsubj(大-6, 手-5)
relcl(人-8, 大-6)
mark(大-6, 的-7)
nsubj(累-13, 人-8)
dep(累-13, 打字-9)
dep(打字-9, 可能-10)
dep(打字-9, 会-11)
advmod(累-13, 比较-12)
conj(小-3, 累-13)

nn(个人-2, 拍照-1)
nsubj(认为-3, 个人-2)
root(ROOT-0, 认为-3)
ccomp(认为-3, 一般-4)
nsubj(不行-11, 光线-6)
advmod(不行-11, 暗-7)
advmod(不行-11, 点-8)
advmod(不行-11, 就-9)
advmod(不行-11, 更-10)
conj(认为-3, 不行-11)
asp(不行-11, 了-12)
dobj(不行-11, ...-13)

nsubj(耐用-3, 电池-1)
advmod(耐用-3, 很-2)
root(ROOT-0, 耐用-3)
amod(情况-7, 满-5)
nn(情况-7, 电-6)
loc(畅-10, 情况-7)
case(情况-7, 下-8)
mmod(畅-10, 可以-9)
conj(耐用-3, 畅-10)
dep(畅-10, 用-11)
nummod(天-13, 一-12)
range(用-11, 天-13)
advmod(担心-16, 不用-15)
dep(畅-10, 担心-16)
nn(问题-18, 电量-17)
dobj(担心-16, 问题-18)

case(男生-2, 对-1)
prep(小-8, 男生-2)
case(男生-2, 来说-3)
nsubj(小-8, 屏幕-5)
advmod(小-8, 略-6)
advmod(小-8, 显-7)
root(ROOT-0, 小-8)
advmod(用-13, 不过-10)
advmod(用-13, 也-11)
advmod(用-13, 够-12)
conj(小-8, 用-13)
asp(用-13, 了-14)
advmod(是-17, 可能-16)
conj(小-8, 是-17)
tmod(惯-23, 以前-18)
case(用-22, 用-19)
assmod(用-22, 大屏-20)
case(大屏-20, 的-21)
prep(惯-23, 用-22)
dep(是-17, 惯-23)
asp(惯-23, 了-24)
dep(惯-23, 吧-25)

advmod(小-11, 另外-1)
nn(通话-4, 手机-3)
nsubj(小-11, 通话-4)
case(声音-10, 在-5)
nsubj(多-7, 人-6)
relcl(声音-10, 多-7)
mark(多-7, 的-8)
nn(声音-10, 地方-9)
prep(小-11, 声音-10)
root(ROOT-0, 小-11)
nsubj(有-15, 开免-13)
mmod(有-15, 提-14)
conj(小-11, 有-15)
dobj(有-15, 回音-16)
case(通话-20, 用-18)
nn(通话-20, 耳机-19)
prep(好-21, 通话-20)
conj(小-11, 好-21)
advmod(好-21, 一点-22)

nsubj(清楚-3, 拍照-1)
advmod(清楚-3, 特别-2)
root(ROOT-0, 清楚-3)
case(出-10, 在-5)
nsubj(出-10, 黄昏-6)
advmod(出-10, 也-7)
mmod(出-10, 能-8)
mmod(出-10, 拍-9)
prep(好-16, 出-10)
amod(照片-12, 好-11)
dobj(出-10, 照片-12)
case(苹果机-15, 比-14)
prep(好-16, 苹果机-15)
conj(清楚-3, 好-16)
comod(好-16, 多-17)
asp(好-16, 了-18)

relcl(信号-4, 接受-1)
dobj(接受-1, wifi-2)
mark(接受-1, 的-3)
nsubj(弱-9, 信号-4)
advmod(弱-9, 实在-6)
cop(弱-9, 是-7)
advmod(弱-9, 太-8)
root(ROOT-0, 弱-9)
mmod(三格-18, 走-11)
case(路由器-13, 到-12)
prep(三格-18, 路由器-13)
case(路由器-13, 面前-14)
dep(三格-18, 了-15)
advmod(三格-18, 也-16)
advmod(三格-18, 才-17)
conj(弱-9, 三格-18)
advmod(说-22, 更-20)
advmod(说-22, 别-21)
conj(弱-9, 说-22)
ccomp(说-22, 走-24)
rcomp(走-24, 远-25)
asp(走-24, 了-26)

nsubj(清晰-4, 声音-1)
advmod(清晰-4, 还-2)
advmod(清晰-4, 算-3)
root(ROOT-0, 清晰-4)
advmod(杂音-15, 就-6)
cop(杂音-15, 是-7)
nsubj(提-9, 开免-8)
nfincl(杂音-15, 提-9)
dep(声音-12, 通话-10)
case(通话-10, 时-11)
dobj(提-9, 声音-12)
amod(杂音-15, 小-13)
dep(杂音-15, 有-14)
conj(清晰-4, 杂音-15)

nsubj(好-12, 照相机-1)
case(使用-8, 在-2)
nsubj(使用-8, 光线-3)
advmod(使用-8, 暗-4)
case(夜晚-6, 和-5)
prep(使用-8, 夜晚-6)
case(夜晚-6, 时-7)
prep(好-12, 使用-8)
dobj(使用-8, 效果-9)
neg(好-12, 不-10)
advmod(好-12, 太-11)
root(ROOT-0, 好-12)

root(ROOT-0, 主摄-1)
range(主摄-1, 800W-2)
dvpmod(用-9, 真-4)
mark(真-4, 的-5)
mmod(用-9, 可以-6)
case(相机-8, 当-7)
prep(用-9, 相机-8)
conj(主摄-1, 用-9)
conj(主摄-1, 去-11)
nn(旅游-13, 大马-12)
dobj(去-11, 旅游-13)
conj(主摄-1, 拍-15)
asp(拍-15, 了-16)
dep(张-19, 800-17)
nummod(张-19, 多-18)
dep(拍-15, 张-19)
loc(清晰-26, 放-21)
dobj(放-21, 电脑-22)
case(放-21, 上-23)
advmod(清晰-26, 都-24)
advmod(清晰-26, 超-25)
conj(主摄-1, 清晰-26)
amod(自拍-30, 前置-28)
nummod(自拍-30, 200W-29)
nsubj(不错-33, 自拍-30)
advmod(不错-33, 也-31)
advmod(不错-33, 很-32)
dep(主摄-1, 不错-33)
advmod(时候-41, 尤其-35)
cop(时候-41, 是-36)
case(天气-38, 在-37)
prep(好-39, 天气-38)
relcl(时候-41, 好-39)
mark(好-39, 的-40)
conj(主摄-1, 时候-41)

nsubj(清晰-2, 屏幕-1)
root(ROOT-0, 清晰-2)
case(阳光-5, 在-4)
prep(看-9, 阳光-5)
case(阳光-5, 下-6)
advmod(看-9, 都-7)
mmod(看-9, 能-8)
conj(清晰-2, 看-9)
dobj(看-9, 清-10)

nn(上网-3, 手机-1)
nn(上网-3, 流量-2)
assmod(时候-5, 上网-3)
case(上网-3, 的-4)
nsubj(慢-7, 时候-5)
advmod(慢-7, 比较-6)
root(ROOT-0, 慢-7)
nsubj(可以-11, 无线网-9)
advmod(可以-11, 还-10)
conj(慢-7, 可以-11)

nsubj(小-2, 声音-1)
root(ROOT-0, 小-2)
case(音量-7, 在-4)
advmod(大-6, 最-5)
amod(音量-7, 大-6)
prep(一样-12, 音量-7)
case(音量-7, 下-8)
case(猫-11, 像-9)
amod(猫-11, 小-10)
prep(一样-12, 猫-11)
conj(小-2, 一样-12)
assmod(质量-16, 声音-14)
case(声音-14, 的-15)
nsubj(一般-20, 质量-16)
advmod(一般-20, 一般-17)
dvpmod(一般-20, 中-18)
mark(中-18, 的-19)
conj(小-2, 一般-20)

nsubj(恼火-2, 屏幕-1)
root(ROOT-0, 恼火-2)
nsubj(看-5, 横屏-4)
loc(亮-9, 看-5)
dobj(看-5, 视频-6)
case(看-5, 时-7)
nsubj(亮-9, 左面-8)
conj(恼火-2, 亮-9)
amod(面黑-11, 右-10)
dobj(亮-9, 面黑-11)
advmod(晃眼-14, 很-13)
conj(亮-9, 晃眼-14)

neg(看-4, 不-1)
mmod(看-4, 能-2)
advmod(看-4, 正常-3)
root(ROOT-0, 看-4)
dobj(看-4, 视频-5)
conj(看-4, 要-7)
amod(亮度-11, 斜-8)
clf(亮度-11, 起-9)
nfincl(亮度-11, 看-10)
dobj(要-7, 亮度-11)
advmod(一致-13, 才-12)
dep(要-7, 一致-13)
nsubj(贪便宜-26, 室外-15)
mmod(贪便宜-26, 要-16)
case(显示-22, 用-17)
nn(遮阳光-19, 手-18)
nsubj(显示-22, 遮阳光-19)
advmod(显示-22, 才-20)
mmod(显示-22, 看得见-21)
prep(贪便宜-26, 显示-22)
ccomp(显示-22, 买-24)
case(显示-22, 时-25)
conj(看-4, 贪便宜-26)
tmod(想-29, 现在-28)
conj(看-4, 想-29)
ccomp(想-29, 扔-30)

nsubj(白光-10, 照相机-1)
dep(白光-10, 夜间-2)
case(上-6, 照-3)
nsubj(上-6, 彩灯-4)
neg(上-6, 不-5)
prep(白光-10, 上-6)
dobj(上-6, 色-7)
advmod(白光-10, 全-8)
cop(白光-10, 是-9)
root(ROOT-0, 白光-10)
nn(分辨率-13, 屏幕-12)
nsubj(好-16, 分辨率-13)
neg(好-16, 不-14)
advmod(好-16, 太-15)
conj(白光-10, 好-16)

advmod(照相-6, 最-1)
nsubj(忍受-3, 不能-2)
nsubj(照相-6, 忍受-3)
mark(忍受-3, 的-4)
cop(照相-6, 是-5)
root(ROOT-0, 照相-6)
assmod(镜头-11, 800W-8)
case(800W-8, 的-9)
nn(镜头-11, 卡尔蔡司-10)
nsubj(有-16, 镜头-11)
advmod(有-16, 确实-12)
neg(有-16, 没-13)
mmod(有-16, 看-14)
mmod(有-16, 出来-15)
conj(照相-6, 有-16)
det(优势-18, 啥-17)
dobj(有-16, 优势-18)

nn(光线-2, 照相-1)
nsubj(噪点-10, 光线-2)
relcl(情况-6, 不足-3)
dep(不足-3, 的-4)
mark(不足-3, 的-5)
loc(噪点-10, 情况-6)
case(情况-6, 下-7)
advmod(噪点-10, 都-8)
cop(噪点-10, 是-9)
root(ROOT-0, 噪点-10)

nn(印-3, 屏幕-1)
nn(印-3, 手指-2)
nsubj(多-4, 印-3)
relcl(擦-6, 多-4)
mark(多-4, 的-5)
nsubj(难-8, 擦-6)
advmod(难-8, 都-7)
root(ROOT-0, 难-8)
nn(效果-12, 晚上-10)
nn(效果-12, 照相-11)
tmod(差-13, 效果-12)
conj(难-8, 差-13)

nsubj(好-2, 光线-1)
relcl(时候-4, 好-2)
mark(好-2, 的-3)
loc(置-6, 时候-4)
case(时候-4, 后-5)
root(ROOT-0, 置-6)
nn(效果-9, 摄像头-7)
nn(效果-9, 照相-8)
dobj(置-6, 效果-9)
conj(置-6, 不错-10)
nsubj(稳定-15, 信号-12)
neg(稳定-15, 不-13)
advmod(稳定-15, 太-14)
conj(置-6, 稳定-15)
nsubj(差-24, 光线-17)
loc(差-24, 暗-18)
case(暗-18, 时-19)
conj(效果-23, 照相-20)
cc(效果-23, 和-21)
nn(效果-23, 摄像-22)
nsubj(差-24, 效果-23)
conj(置-6, 差-24)

dep(摄像头-2, 1200W-1)
dep(买-8, 摄像头-2)
nsubj(买-8, 这个-4)
advmod(买-8, 可能-5)
cop(买-8, 是-6)
nsubj(买-8, 我-7)
root(ROOT-0, 买-8)
assmod(原因-12, 小8-9)
case(小8-9, 的-10)
amod(原因-12, 主要-11)
dobj(买-8, 原因-12)
tmod(拍摄-16, 白天-14)
mmod(拍摄-16, 进行-15)
relcl(效果-19, 拍摄-16)
mark(拍摄-16, 的-17)
nn(效果-19, 话-18)
nsubj(棒-21, 效果-19)
advmod(棒-21, 特别-20)
conj(买-8, 棒-21)

advmod(选择-3, 如果-1)
nsubj(选择-3, 你-2)
dep(让-11, 选择-3)
dobj(选择-3, 白天-4)
nn(效果-7, 照相-6)
nsubj(让-11, 效果-7)
advmod(让-11, 绝对-8)
neg(让-11, 不-9)
mmod(让-11, 会-10)
root(ROOT-0, 让-11)
nsubj(失望-13, 你-12)
ccomp(让-11, 失望-13)
dep(让-11, 的-14)

advmod(主要-2, 最-1)
nsubj(震撼-15, 主要-2)
mark(主要-2, 的-3)
cop(震撼-15, 是-4)
case(爱-8, 对于-5)
nsubj(爱-8, 我-6)
advmod(爱-8, 比较-7)
prep(震撼-15, 爱-8)
dobj(爱-8, 照相-9)
case(爱-8, 来说-10)
nummod(像素-13, 1200万-12)
nsubj(震撼-15, 像素-13)
advmod(震撼-15, 太-14)
root(ROOT-0, 震撼-15)
asp(震撼-15, 了-16)
advmod(清楚-25, 还有-18)
nsubj(清楚-25, 摄影-19)
advmod(清楚-25, 也-20)
cop(清楚-25, 是-21)
nummod(高清-23, 720p-22)
nsubj(清楚-25, 高清-23)
advmod(清楚-25, 非常-24)
conj(震撼-15, 清楚-25)

nsubj(强大-3, 照相-1)
advmod(强大-3, 很-2)
root(ROOT-0, 强大-3)
nsubj(适合-8, 外观-5)
advmod(适合-8, 很-6)
advmod(适合-8, 好-7)
conj(强大-3, 适合-8)
dobj(适合-8, 我-9)
nsubj(棒-13, 手感-11)
advmod(棒-13, 很-12)
conj(强大-3, 棒-13)
loc(看-19, 阳光-15)
case(阳光-15, 下-16)
advmod(看-19, 还-17)
mmod(看-19, 能-18)
conj(强大-3, 看-19)
relcl(东西-23, 清楚-20)
dobj(清楚-20, 里面-21)
mark(清楚-20, 的-22)
dobj(看-19, 东西-23)
conj(强大-3, 觉得-25)
case(机子-29, 比-26)
assmod(机子-29, 以往-27)
case(以往-27, 的-28)
prep(强-30, 机子-29)
ccomp(觉得-25, 强-30)

nsubj(充足-2, 光线-1)
loc(好-6, 充足-2)
case(充足-2, 时-3)
nn(效果-5, 照相-4)
nsubj(好-6, 效果-5)
root(ROOT-0, 好-6)
dep(有-9, moto-8)
conj(好-6, 有-9)
nn(店-11, 点-10)
nn(欺客-13, 店-11)
amod(欺客-13, 大-12)
dobj(有-9, 欺客-13)
nn(更新-17, 官方-15)
nn(更新-17, rom-16)
nsubj(缓慢-18, 更新-17)
conj(好-6, 缓慢-18)
cc(好-6, 且-20)
nsubj(不如-22, 2.2.1-21)
conj(好-6, 不如-22)
range(不如-22, 2.2-23)

nsubj(说-3, 相机-1)
neg(说-3, 没-2)
dep(补-10, 说-3)
dep(说-3, 的-4)
nsubj(补-10, c5-03-6)
advmod(补-10, 主要-7)
cop(补-10, 是-8)
neg(补-10, 没有-9)
root(ROOT-0, 补-10)
dobj(补-10, 光-11)
nsubj(好-14, 光线-13)
relcl(情况-16, 好-14)
mark(好-14, 的-15)
loc(一流-20, 情况-16)
case(情况-16, 下-17)
nn(效果-19, 照相-18)
nsubj(一流-20, 效果-19)
conj(补-10, 一流-20)
advmod(用-26, 如果-22)
nsubj(用-26, 你-23)
mmod(用-26, 要-24)
tmod(用-26, 晚上-25)
dep(不好-32, 用-26)
nummod(照相-28, c5-03-27)
dobj(用-26, 照相-28)
dep(用-26, 的话-29)
nsubj(不好-32, 效果-31)
conj(补-10, 不好-32)

nsubj(清晰-3, 照相-1)
advmod(清晰-3, 很-2)
root(ROOT-0, 清晰-3)
assmod(话-7, 自拍-5)
case(自拍-5, 的-6)
nsubj(好看-18, 话-7)
case(地方-12, 在-8)
nsubj(好-10, 光线-9)
relcl(地方-12, 好-10)
mark(好-10, 的-11)
prep(好看-18, 地方-12)
mmod(好看-18, 拍-13)
mmod(好看-18, 出来-14)
advmod(好看-18, 也-15)
mmod(好看-18, 会-16)
advmod(好看-18, 很-17)
conj(清晰-3, 好看-18)

case(情况-6, 在-1)
relcl(情况-6, 连接-2)
amod(网络-4, 无线-3)
dobj(连接-2, 网络-4)
mark(连接-2, 的-5)
prep(爽-10, 情况-6)
case(情况-6, 下-7)
mmod(爽-10, 上网-8)
advmod(爽-10, 很-9)
root(ROOT-0, 爽-10)
nsubj(给力-14, 照相-12)
advmod(给力-14, 也-13)
dep(爽-10, 给力-14)

nsubj(不错-4, 照相-1)
advmod(不错-4, 也-2)
advmod(不错-4, 算-3)
root(ROOT-0, 不错-4)
advmod(闪光灯-8, 特别-6)
cop(闪光灯-8, 是-7)
conj(不错-4, 闪光灯-8)
nn(照相-11, 晚上-10)
tmod(给力-13, 照相-11)
advmod(给力-13, 很-12)
conj(不错-4, 给力-13)
nsubj(全面-18, 功能-15)
advmod(全面-18, 也-16)
advmod(全面-18, 比较-17)
conj(不错-4, 全面-18)

nsubj(OK-3, 照相-1)
tmod(OK-3, 白天-2)
root(ROOT-0, OK-3)

nummod(摄像头-3, 800W-1)
nn(摄像头-3, 像素-2)
nsubj(没-6, 摄像头-3)
tmod(没-6, 白天-4)
mmod(没-6, 拍摄-5)
root(ROOT-0, 没-6)
dobj(没-6, 问题-7)
advmod(可以-15, 只是-9)
dep(等-11, 要-10)
dep(可以-15, 等-11)
case(焦好-13, 对-12)
prep(可以-15, 焦好-13)
advmod(可以-15, 才-14)
conj(没-6, 可以-15)
relcl(照相-18, 清楚-16)
mark(清楚-16, 的-17)
dobj(可以-15, 照相-18)
dep(可以-15, 呵呵-20)

nn(照相-2, 白天-1)
nsubj(清楚-4, 照相-2)
advmod(清楚-4, 相当-3)
root(ROOT-0, 清楚-4)
relcl(时候-9, 玩-6)
dobj(玩-6, 游戏-7)
mark(玩-6, 的-8)
nsubj(过瘾-11, 时候-9)
advmod(过瘾-11, 很-10)
conj(清楚-4, 过瘾-11)

nsubj(少-2, 光线-1)
relcl(照相-5, 少-2)
mark(少-2, 的-3)
nn(照相-5, 时候-4)
nsubj(好-12, 照相-5)
advmod(好-12, 的确-6)
